"OPMS";"UF";"Município";"Nome da Unidade";"Email";"Telefone";"Endereço";"Nível";"Região";"data atualização"
;"BA";"Maraú";"Coordenadoria de Promoção da Igualdade";"comunidadesmarauigualdade@hotmail.com ";"(73) 3258-2073 / 99249468";"Rua Caminho das Árvores. 45. Independência. Maraú/BA. CEP: 45.520-000";"Municipal";"Nordeste";
;"BA";"Pintadas";"Supervisão de Políticas para Mulheres";"neiabastos13@gmail.com";" (75) 3693 2154 81218048 irene 2129 9irene";"R. 7 de Setembro, 44. Centro. Pintadas/BA. CEP: 44.610-000  ";"Municipal";"Nordeste";
;"BA";"Santo Amaro";"Coordenadoria Políticas para as Mulheres";"sol-luz@hotmail.com  freisspc@yahoo.com.br        ";"75 32414997/ 75-88644919 (75) 81941975";"Praça Batista Marques nº 13. 2º and. Centro. Santo Amaro/BA. CEP: 44.200-000";"Municipal";"Nordeste";
;"BA";"São Francisco do Conde";"Gerência de Atenção à Mulher";;" 36514701 4702/ 3651-3972";"Travessa Santa Rita, s/n. Centro. São Francisco do Conde/BA CEP: 43.900-000";"Municipal";"Nordeste";8/4/2014
;"BA";"São Sebastião do Passé";"Gerência de Políticas para Mulheres";"denizelm@hotmail.com ";"71 9 9939 6512  (luiz alberto)          9366-2081  9195-4389 /8720-9734/ 8767-2991/ 3655-8030/1262 / 3655-8000";"Av. São Sebastião, 70. Centro. São Sebastião do Passé/BA. CEP: 43.850.970";"Municipal";"Nordeste";29/4/2014
;"BA";"Saubara";"Núcleo de Apoio à Mulher";;"71 9335-1737/3696-1694";;;;
;"BA";"Seabra";"Coordenadoria de Politicas para as Mulheres";"asseabra@yahoo.com.br";"(75)3331-1421 (75)3331-1422 (75)3331-3079 / (75)9906-2990 (Gestora";"Rua Manoel Teixeira Leite, nº 653. Centro. Seabra/BA. CEP: 46.900-000";"Municipal";"Nordeste";"02/02/2015 (Inf Ligue 180)"
;"BA";"Serrinha";"Coordenadoria Políticas para as Mulheres";"coppimulheres@gmail.com";"75 91697621/ 32618500";"R Leovirgildo Ribeiro n.º 76.Centro. Serrinha/BA. CEP: 48.700-000";"Municipal";"Nordeste";
;"BA";"Simões Filho";"Secretaria Municipal de Políticas Públicas e Promoção da Mulher";"spmulheres.sf@hotmail.com ";"(71) 30450556 / 81511039 /86225452";"PÇ 7 de Novembro. 359 Centro. Simões Filho/BA CEP: 43.700-000";"Municipal";"Nordeste";8/4/2014
;"BA";"Souto Soares";"Coordenadoria Políticas para as Mulheres";"mulheres.ssoares@outlook.com";"(75) 9170-5773 - 33392050/2128";"R Licuri 219. Centro. Souto Soares/BA. CEP: 40.6990-000.";"Municipal";"Nordeste";8/4/2014
;"BA";"Taperoá";"Núcleo de Atendimento à Mulher";"namtaperoaba@hotmail.com ";"(75) 36641965 / 36641548 / 99897893";"Rua Oscar Pinheiro, 287. Taperoá/BA. CEP: 45.430-000";"Municipal";"Nordeste";8/4/2014
;"BA";"Vitóriada Conquista";"Coordenação da Mulher e dos Direitos Humanos";;"77 8808-8059";;;;
46;"Bahia";"Todas";;;;;;;
;"CE";"ESTADUAL";"Coordenadoria  Especial de Políticas Públicas para as Mulheres";"coordenadoriademulheres@gabgov.ce.gov.br / cepamce@gmail.com (conselho)";"(85) 31333723/24/25/26/ 9 8814-4659 /9 8956 1319 (inst.)/9 9939 8839 (Gestora)";"Rua Silva Paulet, no. 334 - Meireles  - CEP : 60.120-120- Fortaleza - CE.";"Estadual";"Nordeste";8/4/2014
;"CE";"FORTALEZA";"Coordenadoria  Especial de Políticas Públicas para as Mulheres";"Coordenadoria mulherfor@yahoo.com.br";"(85) 3131-1698 / 3105-1398";"Rua Pedro I, s/n.  Centro (Parque da Liberdade / Parque das Crianças). Fortaleza/CE. CEP: 60.035-100";"Capital";"Nordeste";29/4/2014
;"CE";"Acaraú";;;;;;;
;"CE";"Baixio";;;;;;;
;"CE";"Barbalha";"Coordenadoria  de  Politicas para as Mulheres";"tcruz0307@hotmail.com";"(88) 3532-3962/ 9930-2448 ";"Avenida Julles Rimet s/nº. SantoAntônio. Barbalha/CE. CEP: 63.180-000 ";"Municipal";"Nordeste";8/4/2014
;"CE";"Barreira";"Coordenadoria  de  Politicas para as Mulheres";;"(85) 3331 -1300 ";"Rua Maria do Carmo de Oliveira, s/n. Shopping Pe. Cícero. Sala 24. Altos. Barreira/CE  CEP: 62.795-000 ";"Municipal";"Nordeste";29/4/2014
;"CE";"Crateus";;;;;;;
;"CE";"Euzébio";;;;;;;
;"CE";"Irauçuba";"Coordenadoria  Municipal de Políticas Públicas para as Mulheres";" emilinaiane@hotmail.com";"(88) 3635-1266";"Rua 21 de Junho, 566. Centro. Irauçuba/CE. CEP: 62.620-000";"Municipal";"Centro-Oeste";"08/01/2015 (inf. Ligue 180)"
;"CE";"Jardim";;;;;;;
;"CE";"Limoeiro do Norte";"Secretaria de Políticas para as Mulheres";;"(88) 3433.1336  ";"Rua Coronel José Nunes, s/nº. Centro. Limoeiro do Norte/CE. CEP: 62.930-000";"Municipal";"Nordeste";
;"CE";"Maracanaú";"Assessoria de Políticas Públicas para a Mulher";;"(85) 3521-5860 / 87151850";"Avenida  Padre Jose Holanda do Vale 931. Maracanazinho Maracanaú/CE. CEP: 61.912-010";"Municipal";"Nordeste";
;"CE";"Maranguape";"Coordenadoria de Políticas Públicas da Mulher";"coor.damulher.mpe2015@hotmail.com";"(85) 3341-0870 / 98504-5312";"Rua Abreu Costa 103, Outra Banda. Maranguape/CE. CEP: 61.942-280";"Municipal";"Nordeste";"25/09/2015 inf. da coordenadora"
;"CE";"Novo Oriente";"Secretaria de Políticas para as Mulheres";;"(880 3629-1142 / 99449430 / 9813205";"Rua Deocleciano Aragão, nº 15, Centro, Novo Oriente/CE. CEP: 63.740-000";"Municipal";"Nordeste";
;"CE";"Pacatuba";"Secretaria da Mulher, Cidadania e Direitos Humanos";"Secretariadamulher67@gmail.com ";"(85) 3345-1380 / 2300";"Rua Cicero Franklin, nº 2039. Centro. Pacatuba/CE. CEP: 61.800-000 ";"Municipal";"Nordeste";
;"CE";"Quixadá";"Coordenadoria  de  Politicas para as Mulheres ";"Coordenadoriamulheres@yahoo.com.br";"(88) 3414-6425/6426 / 9686-1737";"Av. Plácido Castelo, s/nº (Referência: Terminal Rodoviário. Altos. Quixadá/CE .CEP: 63.900-000";"Municipal";"Nordeste";
;"CE";"São Gonçalo do Amarante";;;;;;;
17;"Ceará";"Todas";;;;;;;
;"DF";"BRASÍLIA";"Subsecretaria de políticas para as mulheres";"gab.semdf@gmail.com ";"(61)  3403-4903/ - 4904 (8261-0752- renata parreira)";"Anexo Palácio do Buriti, 8º andar Leste -  sala  800. Brasília /DF. CEP: 70.075-900 
Município:  Brasília /DF - CEP: Cep:   71200-020      
";"Estadual";"Centro-Oeste";
1;"Distrito Federal";"Todas";;;;;;;
;"ES";"ESTADUAL";"Subsecretaria de Políticas para Mulheres";"mirian.cortez@sesp.gov.es.br";"(27) 3636-1561 / 99945.8619/3636.6871   (61) 3403-4909  /  8181-0982 (silvânia)";"Av. Marechal Mascarenhas de Moraes, 2355, Bento Ferreira, Vitória/ES CEP: 29050-625";"Estadual";"Sudeste";15/10/2014
;"ES";"VITÓRIA";"Coordenadoria  de Políticas de Promoção para as Mulheres";"gerenciadegenero@vitoria.es.gov.br ";"(27) 3382 5471/ 99281 8841";"Rua Marins Alvarino , nº 60, Itararé. Vitória/ES. CEP: 29.047-660";"Capital";"Sudeste";
;"ES";"CARIACICA";"Gerência dos Direitos da Mulher";"direitosdamulher@cariacica.es.gov.br";"(27) 3226-5488 / (27) 9746-8350";"Rua João Lopes Rogério, 08 Edificio Triste. Campo Grande.Cariacica/ES CEP:29.151-300";"Municipal";"Sudeste";15/10/2014
;"ES";"SERRA";"Secretaria Municipal de Políticas Públicas para as Mulheres ";"secretariadamulher@serra.es.gov.br";"(27) 3328-7500 / (27)3318-9826 / 999786193";"Segunda Avenida nº 723. Parque Residencial Laranjeiras- Serra/Es-CEP 29165-390";"Municipal";"Sudeste";
;"ES";"Vila Velha";;;;;;;
5;"Espírito Santo";"Todas";;;;;;;
;"GO";"ESTADUAL";"Superintendência Mulher ";"semira@semira.go.gov.br/ secretarialedaborges@gmail.com ";"(62) 3201-5340/7489/ 3201-8566 (fernanda ou denise) 3201 - 7489/5304 (Glaucia /Tais)";"Av. Goiás nº1496, Setor Central, Goiânias/GO CEP: 74050-100";"Estadual";"Centro-Oeste";
;"GO";"GOIÂNIA";"Secretaria Municipal de Políticas para as Mulheres";"secmulher@smpm.goiania.go.gov.br ";"(62) 3524-2934/2933 / (62) 8400-1875 (62) 9367 6824 (gestora)";"Rua 16A nº 350, Qd23, Lt 23, Setor Aeroporto.  Goiânia GO - CEP: 74045-150";"Capital";"Centro-Oeste";
;"GO";"Acreúna ";"Secretaria Municipal da Mulher Inclusão Social e Igualdade Racial ";;"(64)9641-1999";"Rua João Antonio esquina com Rua Acreúna nº 103 – Setor Sul. Acreúna – GO. -  CEP 75960-000";"Municipal";"Centro-Oeste";
;"GO";"Água Fria de Goiás";"Secretaria MunicipalEspecial da Mulher";"secmulher.aguafria@live.com";"(62) 3464-1290 (61) 9612-3482";"Av. Heloi Pinto Araújo Qd.12 Lt.05. Centro. Água Fria de Goiás/GO. CEP: 73.780-000";"Municipal";"Centro-Oeste";
;"GO";"Anápolis";"Diretoria da Mulher";"diretoriadamulher@anapolis.go.gov.br";"(62)3324-2125 / 3902-1500 (62)8243-2389- Cintia";"Travessia Francisco da Luz Bastos, nº 50,  Centro. Anápolis/GO. CEP: 75.020-280
CEP: 75113-971";"Municipal";"Centro-Oeste";
;"GO";"Anicuns";" Secretaria Municipal da Mulher e Juventude - Anicuns  ";"prefeitura.anicuns@hotmail.com ";"(64)8451-7062 (64) 3564-2090";"Rua Santa Rita de Cássia, 114. Centro. Anicus/GO. CEP: 76.170-000";"Municipal";"Centro-Oeste";
;"GO";"Cachoeira Alta";"Secretaria Municipal da Mulher - Cachoeira Alta  ";"neamcach.alta@gmail.com  
";"(64) 3654-1521";"Rua Cruzeiro do Sul, 21. Centro.Cachoeira Alta/GO.  CEP: 75.870-000";"Municipal";"Centro-Oeste";
;"GO";"Catalão ";"Diretoria de Políticas para Mulheres ";"diretoriadamulher@gmail.com";" (62)8286-9292 (62)9122-1166
62)8286-9292
 (62)9122-1166
";"Rua Nassin Agel, 505. Centro. Catalão/GO. CEP: 75.701-050";"Municipal";"Centro-Oeste";
;"GO";"Cavalcante ";"Secretaria Municipal de Igualdade Racial e da Mulher";"sec.igualdadermulhercavalcante@gmail.com";"(62) 9923-6921 Assessor: Juarez. 99448122  / 3494-1074  
";"Rua Cristã nº 11. Cavalcante/GO CEP: 73.790-000
";"Municipal";"Centro-Oeste";
;"GO";"Ceres";" Gerência de Políticas para Mulheres  ";;"(62)3323-1056 – 8491-0951 Cel.Gerente:  (62) 8491-0951
";"Rua 31, S/Nº. Setor Vila Nova. Ceres/GO .  CEP: 76.300-000 ";"Municipal";"Centro-Oeste";
;"GO";"Iaciara";"Secretaria de Políticas para as Mulheres";"social@iaciara.go.gov.br mulher@iaciara.go.gov.br 
";"(62) 3473-2123  9693-1639";"Av. Brasília. quadra 22 lote 05.  Setor Central. Iaciara/GO. CEP: 73.920-000";"Municipal";"Centro-Oeste";
;"GO";"Mairipotaba ";"Secretaria de Defesa da Mulher e da Igualdade Racial";;"(64)9293 0122";"Rua Ailton Gonzaga de Miranda, Qd 26 Lote 10. Centro.Mairipotaba/GO. CEP: 75.630-000";;;
;"GO";"Minaçu";"Departamento da Mulher de Minaçu  ";"ditagoldinho@hotmail.com";"62 85572659 ";"Av. Amazonas nº 295, Centro. Minaçu/GO. CEP: 76.450-000";"Municipal";"Centro-Oeste";
;"GO";"Morrinhos ";"Superintendência da Mulher e da Igualdade Racial";"semira_morrinhoshotmail.com  ";"64) 3417-2123 (64)9328-0880  / (64)9944-3868";"Rua Manoel Lemes de Mendonça, 273. Setor Oeste. Morrinhos/GO CEP: 75.650-000 ";"Municipal";"Centro-Oeste";
;"GO";"Novo Gama";"Secretaria da Mulher ";;;"Área Especial A2 Travessa 2. Pedregal. Novo Gama/GO. CEP: 72.860-001";"Municipal";"Centro-Oeste";
;"GO";"Orizona";"Secretaria Municipal da Mulher";"prefeituraorizona@gmail.com";"(64) 34141492";"Rua Coronel José da Costa, 22A Centro. Orizona/GO. CEP: 75.280-000";"Municipal";"Centro-Oeste";
;"GO";"Professor Jamil";"Secretaria de Políticas para Mulheres e  Promoção da Igualdade";"pref.professorjamil@gmail.com";"(64) 3498-1130 Cel. da Sec. (64) 9216-4715";"Rua Matilde Ferrarine Sáfady, nº 235, Setor Boa Nova. Professor Jamil/GO. CEP: 75.645-000
CEP – 75.645-000
";"Municipal";"Centro-Oeste";
;"GO";"Santo Antônio do Descoberto";"Diretoria da Mulher e Direitos Humanos";"secdevsocialsad@gmail.com";"(61) 3626-7640";"Quadra 33 Lote 17. Centro.  Santo Antônio do Descoberto/GO. CEP: 72.900-000";"Municipal";"Centro-Oeste";"29/06/2015 (inf sub secret de assist. social por telefone)"
;"GO";"Senador Canedo";"Diretoria de Atenção à Mulher - Senador Canedo  ";"dirmulher@senadorcanedo.go.gov.br ";"(62) 3275-9979 - Celular: (62) 9114-6867";"  Rodovia GO, nº 403. Jardim Nova Goiânia/Condomínio Industrial Senador Canedo/GO. CEP: 75.250-000";"Municipal";"Centro-Oeste";19/5/2014
;"GO";"Trindade ";"Secretaria Municipal de Políticas para Mulheres";"assistenciasocialtrindade@gmail.com ";"(62) 3506-7000 / 98061474 – (62)3506-7211";"Av. Manoel Monteiro Área Municipal Sala 1. Centro. Trindade/GO. CEP: 75.380-000";"Municipal";;
;"GO";"Valparaiso de Goiás";"AssessoriaEspecial da Mulher";;"(61)36278953 / 3083-0982 / 9284-0878";"Qd 08 casa 18. Etapa A Valparaiso I-Antigo SEBRAE. Valparaiso de Goiás/GO. CEP: 72.876-024";"Municipal";"Centro-Oeste";
21;"Goiás";"Todas";;;;;;;
;"MA";"ESTADUAL";"Secretaria  de Estado da Mulher";"luciaazevedo@semu.ma.gov.br/claudiagabinete@semu.ma.gov.br ";"(98) 98875-2258 (gestora)/9 8421-0275 (inst. Laurinda)/ 9 8911-1727 (lucia azevedo) 9 9995-7286 (claudia Chefe gab)";"Av. Colares Moreira Qd. 19, Casa 8. Calhau.São Luis/MA. CEP: 65.071-322";"Estadual";"Nordeste";24/2/2016
;"MA";"SÃO LUIS";"Secretaria Municipal da Mulher ";"cmmmulheresslz@hotmail.com";"(98) 3214-5138/3212-4356/(98) 9 8924-3911  (OI) / 991701098 (VIVO)";"Rua da Saavedra, N° 147. Centro. São Luís/MA. CEP: 65.010-904";"Capital";"Nordeste";24/2/2016
;"MA";"Aldeias Altas";"Secretaria Municipal da Mulher ";"sema.aldeiasaltas@outlook.com   ";"(99) 3563-1169 (99) 99649-0948";"Rua Vidigal Rodrigues Filho s/n. Centro. Aldeias Altas/MA CEP: 65.610-970";"Municipal";"Nordeste";24/2/2016
;"MA";"Alto Alegre do Maranhão";"Secretaria Municipal da Mulher ";"prefealtoalegre@hotmail.com ";"(99) 3638-9043 / 8823-1535";"Rua Raimundo Veiga, S/N – Centro. Alto Alegre do Maranhão/MA CEP: 65.413-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Amarante do Maranhão ";"Coordenadoria Municipal de Políticas para as Mulheres ";"estrelanova39@hotmail.com ";"(99)3532-2185/9-8405-8234";"Av. Deputado La-Roque, N° 1.004. Centro. Amarante do Maranhão/MA CEP: 65.923-000.";"Municipal";"Nordeste";24/2/2016
;"MA";"Anapurus";"Secretaria Municipal da Mulher";"secretariamunicipaldamulher@hotmail.com ";"(98) 9-8484-0289 / 9-8427-4694 / 3481-1887";"Av. João Francisco Monteles,2001. Centro. Anapurus/MA CEP: 65.525-970";"Municipal";"Nordeste";24/2/2016
;"MA";"Bacabal";"Secretaria Municipal de Políticas para as Mulheres";"Secretariamulherbacabal@hotmail.com ";"(99) 3621-0533 /99225-2984  ";"Rua Manoel Alves de Abreu, 531. Centro. Bacabal/MA. CEP: 65.700-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Barão do Grajau";"Coordenadoria  Municipal de Política para Mulheres";"semassarc_bg@hotmail.com";"(98) 3349-1201 (98) 9113-6585";"Rua Magalhães de Almeida, S/N, Centro. Barão do Grajaú/MA. CEP: 65.660-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Barreirinhas";"Secretaria Municipal da Mulher ";;"(98) 3349-1201 (98)9 9113-6585/ 989063963 / 98877-9078 (israel)";"Rua Francisco das Chagas, s/nº. Carnaubal. Barreirinhas/MA CEP: 65.590-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Bom Jesus das Selvas";"Secretaria Municipal da Mulher ";"spmulher@hotmail.com";"(98) 9 8884-5979/3652-1145";"Rua Barra do Corda, nº 352. Bom Jesus da Selva/MA CEP: 65.395-000";"Municipal";"Nordeste";24/2/2016
;"MA ";"Buriti Bravo ";"Coordenadoria de Políticas para as Mulheres";"yvanete.costa11@gmail.com";"(98) 3572-0040 /9 9903-1184 / 9 8817-8325";"Rua Santa Luzia, s/nº. Centro. Buriti Bravo/MA. CEP: 65.685-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Cachoeira Grande";"Secretaria Municipal da Mulher";"mulheres2014@hotmail.com";"(98) 3364-1159 /9 8784-7370";"Avenida Beira Rio, N° 01. Centro. Cachoeira Grande/MA. CEP: 65.165-000";;;24/2/2016
;"MA";"Cajapió";"Secretaria Municipal de Políticas para as Mulheres";;"(98) 8849-0927 33551709 87349212";"Rua Manuel Mendonça, N° 180. Centro. Cajapió/MA. CEP: 65.230-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Campestre do Maranhão";"Departamento Municipal de Políticas para as Mulheres ";"ivonecampestre@gmail.com ";"(99) 9 88065307 ";"Rua Paraíba, S/N, Prédio do CRAS – Centro. Campestre do Maranhão. CEP: 65.968-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Cantanhede";"Secretaria Municipal de Políticas para as Mulheres";"aninhapcoelho@hotmail.com";"(98) 3462 1118 /9  8470 1435 / 9 8409-0208 ";"Av. Rio Branco, S/N Centro, Catanhede/MA. CEP: 65.465-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Caxias";"Secretaria Municipal da Mulher";"lianaspmulherescaixias@gmail.com  ";"(99)3521-5385 / 9 8124-3435 / 8829-7616 / 8806-1010";"Rua Menino Deus, 285. Centro. Caxias/MA. CEP: 65.602-620";"Municipal";"Nordeste";24/2/2016
;"MA";"Centro Novo do Maranhão";"Coordenadoria  Municipal de Políticas para as Mulheres";"coordmulhercnovo@hotmail.com ";"(98) 3324-1096 / 9 8177-1107/ 98206-2555";"Rua JK, S/N. Centro. Centro Novo/MA. CEP: 65.299-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Chapadinha";"Secretaria Municipal da Mulher ";"sec.municipal.mulher.chap@hotmail.com / sec.mulher@hotmail.com   ";" (98) 9- 9121-5147/ ) 9 8155-2896 / 9 9124-6117 / 3471 - 0227 ";" Av. Presidente Vargas, 310. Centro. Chapadinha/MA. CEP: 65.500-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Codó";"Departamento de Políticas para Mulheres";"depmulhercodo@hotmail.com ";"(99) 3661-1399/1454/2068  / 9 8144-9825  /9 8800 7971";"Rua Professor Fernando de Carvalho. N° 1586. Codó/MA. CEP: 65.400-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Colinas";"Secretaria Municipal de Políticas para as Mulheres ";"secretariadamulhercolinas@hotmail.com ";"(99) 8133-1904 ";"Rua Rio Branco, S/Nº. Centro. Colinas/MA - CEP: 65.690-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Coroatá";"Secretaria Municipal da Mulher";"secretariadamulherdecoroata@gmail.com";"(99) 99173-8029 / 98127-7294 / 98162-7294";"Rua Senador Leite, s/nº. Centro. Coroatá/MA. CEP: 65.415-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Curupuru";"Coordenadoria de Políticas da Mulher";"creascururupuma@gmail.com";"(98)  8124-9998 / 3391-2707";"Rua Gonçalves Dias, s/nº. Taguatinga  Curupuru/MA. CEP: 65.268-000 ";"Municipal";"Nordeste";24/2/2016
;"MA";"Estreito";"Secretaria Municipal da Mulher";;"(99) 99127-7290 / 98154-3942";"Rua Marechal Deodoro da Fonseca,440. Planalto II. Estreito/MA. CEP: 65.975-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Gonçalves Dias";"Secretaria Municipal da Mulher";;"(99)9 8157-0808";"Rua Ruy Barbosa s/n Centro. Gonçalves Dias/MA. CEP: 65.775-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Governador Newton Bello";"Secretaria Municipal da Mulher";"lidipachecobrandao@gmail.com; lidianepachecoflor@hotmail.com ";"(98)0 8100-5877 (98) 9 8233-8886";"Rua Deputado Nagib Haickel, N° 02 – Centro Governo Newton Bello/MA. CEP: CEP: 65.363-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Guimarães";"Divisão de Igualdade de Gênero";;"(98) 3386-1067 /9 8129-4752";"Rua Dias Vieira, S/N.Centro. Guimarães/MA.CEP: 65.255-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Icatu";"Secretaria Municipal da Mulher e Juventude";;"(98) 3362-1254/ 9 8878-5129 ";"Praça Jerônimo de Albuquerque, S/N. Centro. Icatu/MA. CEP: 65.170-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Igarapé do Meio";"Secretaria Municipal da Mulher";"Secretaria.mulher.compromissoeatitude@hotmail.com.br";" (98) 9 8805-9698 /3376-1328";"Av. Nagib Haickel, S/N. Centr. Igarapé do Meio/MA. CEP: 65.345-000 ";"Municipal";"Nordeste";24/2/2016
;"MA";"Igarapé Grande";"Secretaria Municipal da Mulher ";;"(99)3647-1278";"Rua Gov Luiz Rocha s/n Centro Igarapé Grande/MA. CEP: 65.720-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Imperatriz";"Secretaria Municipal de Políticas para Mulher";"secretariadamulheritz@gmail.com   ";"( 99 ) 9 8834-0124/9 8116 6768";"Av. Rafael de Almeida, nº 600, São Salvador Imperatriz/MA. CEP: 65916-193 ";"Municipal";"Nordeste";24/2/2016
;"MA";"Maracaçumé";"Departamento Municipal da Mulher";;"(98) 9 8805-0413 / 9 8909-9715";"Av. Dayse de Sousa S/N. Centro  Maracaçumé/MA. CEP:65289-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Marajá do Sena";"Coordenação da Mulher e dos Direitos Humanos";;"(98) 9 8490-0214";"Av. Dep Raimundo Leal, s/n. Marajá do Sena - MA CEP: 65714-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Matinha ";"Secretaria Municipal da Juventude e Políticas Públicas para as Mulheres ";"zenildeccantanhede@gmail.com";"(98) 9 8849-8633 / 3357-1637/ 9 8805-0413";"Avenida Major Heráclito Alves Silva, S/N . Centro. Matinha/MA. CEP: 65.218-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Matões do Norte";"Coordenadoria Municipal de políticas para a Mulher";;"(98) 3455-1051/ 98488-0677";"Av. Antônio Sampaio Nº 100 - Centro. Matões do Norte/MA. CEP: 65.468-000 ";"Municipal";"Nordeste";24/2/2016
;"MA";"Miranda do Norte";"Departamento da Mulher";"dmulher_miranda@outlook.com   ";"(98) 9 8213-1208";"Rua João Lisboa, N° 31. Centro. Miranda do Norte/MA. CEP: 65.495-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Morros";"Secretaria  Municipal das Mulher";"dasdores_13@yahoo.com.br";"(98) 9 9113-8653/3363-1310 / 98823-7573";"Av. José Lopes de Sousa, S/N, Praça São Bernardo Patronato Centro. Morros/MA. CEP: 65.160-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Paço do Lumiar";"Secretaria Extraordinária Municipal da Mulher";"semup.paco@gmail.com";"(98) 3274-4440 / 9 8735- 7412 / 9 8735-1646";"Av. 13, Rua 53, Quadro 146, casa 13. Maiobão. Paço do Lumiar/MA CEP: 65.137-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Parnarama";"Secretaria Municipal da Mulher ";;"(99) 3577-1245 / 3577-1144/ 9-9970-3822 ";"Av. Carolina, nº 39. Centro. Parnarama/MA. CEP: 65.640-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Pastos Bons";"Secretaria da Mulher, Habitação e Turismo";"departamentodemulheres13@hotmail.com";"(99)3555-1245/   99703822";"Rua José Horácio, S/N. São José/MA. CEP: 65.870-000";"Municipal";"Nordeste";24/2/2016
